condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
circuit_pos,50.0,0,emotion,27,8192,0.900945179584121,0.013129493651557928,0.7956521739130435
circuit_pos,50.0,0,emotion,28,8192,0.8903591682419659,0.01909169175493776,0.7869565217391303
circuit_pos,50.0,0,emotion,29,8192,0.8741020793950851,0.02326294149401158,0.791304347826087
circuit_pos,50.0,0,emotion,30,8192,0.8706994328922495,0.02163945258412732,0.7652173913043478
circuit_pos,50.0,0,emotion,31,8192,0.8642722117202268,0.027715527876160714,0.7521739130434782
circuit_neg,5.0,0,emotion,0,819,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit_neg,5.0,0,emotion,1,819,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit_neg,5.0,0,emotion,2,819,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit_neg,5.0,0,emotion,3,819,0.9561436672967863,0.01261876693253585,0.9
circuit_neg,5.0,0,emotion,4,819,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit_neg,5.0,0,emotion,5,819,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit_neg,5.0,0,emotion,6,819,0.9644612476370511,0.007311561287642219,0.8782608695652174
